"img1","img2","similarity"
"beach3.jpg","beach7.jpg",0.368421052631579
"beach3.jpg","beach14.jpg",0.444444444444444
"beach3.jpg","beach8.jpg",0.472222222222222
"beach3.jpg","beach5.jpg",0.466666666666667
"beach3.jpg","beach16.jpg",0.205882352941176
"beach3.jpg","beach20.jpg",0.2
"beach3.jpg","beach19.jpg",0.346491228070175
"beach3.jpg","beach1.jpg",0.42280701754386
"beach3.jpg","beach0.jpg",0.298148148148148
"beach3.jpg","beach17.jpg",0.411764705882353
"beach3.jpg","beach6.jpg",0.411764705882353
"beach3.jpg","beach23.jpg",0.935416666666667
"beach3.jpg","beach15.jpg",0.0789473684210526
"beach3.jpg","beach13.jpg",0.231481481481481
"beach3.jpg","beach10.jpg",0.75
"beach3.jpg","beach22.jpg",0.24375
"beach3.jpg","beach4.jpg",0.214285714285714
"beach3.jpg","beach21.jpg",0.57843137254902
"beach3.jpg","beach11.jpg",0.377777777777778
"beach3.jpg","beach18.jpg",0.175925925925926
"beach3.jpg","beach12.jpg",0.3625
"beach3.jpg","beach2.jpg",0.333333333333333
"beach3.jpg","beach9.jpg",0.435606060606061
"beach7.jpg","beach3.jpg",0.368421052631579
"beach7.jpg","beach14.jpg",0.302083333333333
"beach7.jpg","beach8.jpg",0.480392156862745
"beach7.jpg","beach5.jpg",0.313725490196078
"beach7.jpg","beach16.jpg",0.555
"beach7.jpg","beach20.jpg",0.25
"beach7.jpg","beach19.jpg",0.352941176470588
"beach7.jpg","beach1.jpg",0.572222222222222
"beach7.jpg","beach0.jpg",0.55952380952381
"beach7.jpg","beach17.jpg",0.380952380952381
"beach7.jpg","beach6.jpg",0.46078431372549
"beach7.jpg","beach23.jpg",0.425925925925926
"beach7.jpg","beach15.jpg",0.3
"beach7.jpg","beach13.jpg",0.491666666666667
"beach7.jpg","beach10.jpg",0.266666666666667
"beach7.jpg","beach22.jpg",0.411764705882353
"beach7.jpg","beach4.jpg",0.1625
"beach7.jpg","beach21.jpg",0.362745098039216
"beach7.jpg","beach11.jpg",0.570175438596491
"beach7.jpg","beach18.jpg",0.201754385964912
"beach7.jpg","beach12.jpg",0.594117647058824
"beach7.jpg","beach2.jpg",0.427083333333333
"beach7.jpg","beach9.jpg",0.225490196078431
"beach14.jpg","beach3.jpg",0.444444444444444
"beach14.jpg","beach7.jpg",0.302083333333333
"beach14.jpg","beach8.jpg",0.561538461538462
"beach14.jpg","beach5.jpg",0.186274509803922
"beach14.jpg","beach16.jpg",0.196078431372549
"beach14.jpg","beach20.jpg",0.333333333333333
"beach14.jpg","beach19.jpg",0.227272727272727
"beach14.jpg","beach1.jpg",0.566666666666667
"beach14.jpg","beach0.jpg",0.6
"beach14.jpg","beach17.jpg",0.564814814814815
"beach14.jpg","beach6.jpg",0.147058823529412
"beach14.jpg","beach23.jpg",0.228070175438596
"beach14.jpg","beach15.jpg",0.354166666666667
"beach14.jpg","beach13.jpg",0.311111111111111
"beach14.jpg","beach10.jpg",0.382352941176471
"beach14.jpg","beach22.jpg",0.46078431372549
"beach14.jpg","beach4.jpg",0.0462962962962963
"beach14.jpg","beach21.jpg",0.369047619047619
"beach14.jpg","beach11.jpg",0.607843137254902
"beach14.jpg","beach18.jpg",0.309259259259259
"beach14.jpg","beach12.jpg",0.239583333333333
"beach14.jpg","beach2.jpg",0.411458333333333
"beach14.jpg","beach9.jpg",0.786458333333333
"beach8.jpg","beach3.jpg",0.472222222222222
"beach8.jpg","beach7.jpg",0.480392156862745
"beach8.jpg","beach14.jpg",0.561538461538462
"beach8.jpg","beach5.jpg",0.290740740740741
"beach8.jpg","beach16.jpg",0.206666666666667
"beach8.jpg","beach20.jpg",0.28125
"beach8.jpg","beach19.jpg",0.222222222222222
"beach8.jpg","beach1.jpg",0.821428571428571
"beach8.jpg","beach0.jpg",0.322222222222222
"beach8.jpg","beach17.jpg",0.408333333333333
"beach8.jpg","beach6.jpg",0.475490196078431
"beach8.jpg","beach23.jpg",0.505208333333333
"beach8.jpg","beach15.jpg",0.392857142857143
"beach8.jpg","beach13.jpg",0.28125
"beach8.jpg","beach10.jpg",0.519607843137255
"beach8.jpg","beach22.jpg",0.264705882352941
"beach8.jpg","beach4.jpg",0.0789473684210526
"beach8.jpg","beach21.jpg",0.726190476190476
"beach8.jpg","beach11.jpg",0.375
"beach8.jpg","beach18.jpg",0.205882352941176
"beach8.jpg","beach12.jpg",0.371794871794872
"beach8.jpg","beach2.jpg",0.210526315789474
"beach8.jpg","beach9.jpg",0.55
"beach5.jpg","beach3.jpg",0.466666666666667
"beach5.jpg","beach7.jpg",0.313725490196078
"beach5.jpg","beach14.jpg",0.186274509803922
"beach5.jpg","beach8.jpg",0.290740740740741
"beach5.jpg","beach16.jpg",0.117647058823529
"beach5.jpg","beach20.jpg",0.416666666666667
"beach5.jpg","beach19.jpg",0.264705882352941
"beach5.jpg","beach1.jpg",0.166666666666667
"beach5.jpg","beach0.jpg",0.166666666666667
"beach5.jpg","beach17.jpg",0.125
"beach5.jpg","beach6.jpg",0.215686274509804
"beach5.jpg","beach23.jpg",0.650793650793651
"beach5.jpg","beach15.jpg",0.0982456140350877
"beach5.jpg","beach13.jpg",0.348039215686274
"beach5.jpg","beach10.jpg",0.529411764705882
"beach5.jpg","beach22.jpg",0.393518518518518
"beach5.jpg","beach4.jpg",0.341666666666667
"beach5.jpg","beach21.jpg",0.194444444444444
"beach5.jpg","beach11.jpg",0.842105263157895
"beach5.jpg","beach18.jpg",0
"beach5.jpg","beach12.jpg",0.515625
"beach5.jpg","beach2.jpg",0.296296296296296
"beach5.jpg","beach9.jpg",0.213541666666667
"beach16.jpg","beach3.jpg",0.205882352941176
"beach16.jpg","beach7.jpg",0.555
"beach16.jpg","beach14.jpg",0.196078431372549
"beach16.jpg","beach8.jpg",0.206666666666667
"beach16.jpg","beach5.jpg",0.117647058823529
"beach16.jpg","beach20.jpg",0.333333333333333
"beach16.jpg","beach19.jpg",0.205882352941176
"beach16.jpg","beach1.jpg",0.205882352941176
"beach16.jpg","beach0.jpg",0.484375
"beach16.jpg","beach17.jpg",0.3125
"beach16.jpg","beach6.jpg",0.288888888888889
"beach16.jpg","beach23.jpg",0.256410256410256
"beach16.jpg","beach15.jpg",0.295614035087719
"beach16.jpg","beach13.jpg",0.729166666666667
"beach16.jpg","beach10.jpg",0.0277777777777778
"beach16.jpg","beach22.jpg",0.161458333333333
"beach16.jpg","beach4.jpg",0.305555555555556
"beach16.jpg","beach21.jpg",0.172619047619048
"beach16.jpg","beach11.jpg",0.2
"beach16.jpg","beach18.jpg",0.208333333333333
"beach16.jpg","beach12.jpg",0.383333333333333
"beach16.jpg","beach2.jpg",0.435185185185185
