"img1","img2","similarity"
"beach3.jpg","beach7.jpg",0.41984126984127
"beach3.jpg","beach14.jpg",0.46031746031746
"beach3.jpg","beach8.jpg",0.410526315789474
"beach3.jpg","beach5.jpg",0.487962962962963
"beach3.jpg","beach16.jpg",0.204166666666667
"beach3.jpg","beach20.jpg",0.29047619047619
"beach3.jpg","beach19.jpg",0.346031746031746
"beach3.jpg","beach1.jpg",0.353174603174603
"beach3.jpg","beach0.jpg",0.19047619047619
"beach3.jpg","beach17.jpg",0.409090909090909
"beach3.jpg","beach6.jpg",0.471655328798186
"beach3.jpg","beach23.jpg",0.934126984126984
"beach3.jpg","beach15.jpg",0.0560090702947846
"beach3.jpg","beach13.jpg",0.275
"beach3.jpg","beach10.jpg",0.717460317460317
"beach3.jpg","beach22.jpg",0.433333333333333
"beach3.jpg","beach4.jpg",0.212962962962963
"beach3.jpg","beach21.jpg",0.486507936507937
"beach3.jpg","beach11.jpg",0.579365079365079
"beach3.jpg","beach18.jpg",0.1575
"beach3.jpg","beach12.jpg",0.360714285714286
"beach3.jpg","beach2.jpg",0.266666666666667
"beach3.jpg","beach9.jpg",0.412337662337662
"beach7.jpg","beach3.jpg",0.41984126984127
"beach7.jpg","beach14.jpg",0.284126984126984
"beach7.jpg","beach8.jpg",0.378787878787879
"beach7.jpg","beach5.jpg",0.248412698412698
"beach7.jpg","beach16.jpg",0.573015873015873
"beach7.jpg","beach20.jpg",0.313888888888889
"beach7.jpg","beach19.jpg",0.416666666666667
"beach7.jpg","beach1.jpg",0.419047619047619
"beach7.jpg","beach0.jpg",0.500501253132832
"beach7.jpg","beach17.jpg",0.323484848484848
"beach7.jpg","beach6.jpg",0.507575757575758
"beach7.jpg","beach23.jpg",0.388888888888889
"beach7.jpg","beach15.jpg",0.192063492063492
"beach7.jpg","beach13.jpg",0.531666666666667
"beach7.jpg","beach10.jpg",0.313333333333333
"beach7.jpg","beach22.jpg",0.384807256235828
"beach7.jpg","beach4.jpg",0.107142857142857
"beach7.jpg","beach21.jpg",0.350757575757576
"beach7.jpg","beach11.jpg",0.619047619047619
"beach7.jpg","beach18.jpg",0.231746031746032
"beach7.jpg","beach12.jpg",0.535
"beach7.jpg","beach2.jpg",0.38
"beach7.jpg","beach9.jpg",0.123809523809524
"beach14.jpg","beach3.jpg",0.46031746031746
"beach14.jpg","beach7.jpg",0.284126984126984
"beach14.jpg","beach8.jpg",0.553968253968254
"beach14.jpg","beach5.jpg",0.188333333333333
"beach14.jpg","beach16.jpg",0.215909090909091
"beach14.jpg","beach20.jpg",0.329365079365079
"beach14.jpg","beach19.jpg",0.188636363636364
"beach14.jpg","beach1.jpg",0.598412698412698
"beach14.jpg","beach0.jpg",0.530833333333333
"beach14.jpg","beach17.jpg",0.526666666666667
"beach14.jpg","beach6.jpg",0.166666666666667
"beach14.jpg","beach23.jpg",0.326984126984127
"beach14.jpg","beach15.jpg",0.228070175438596
"beach14.jpg","beach13.jpg",0.175925925925926
"beach14.jpg","beach10.jpg",0.3125
"beach14.jpg","beach22.jpg",0.422727272727273
"beach14.jpg","beach4.jpg",0.0606060606060606
"beach14.jpg","beach21.jpg",0.4375
"beach14.jpg","beach11.jpg",0.575396825396825
"beach14.jpg","beach18.jpg",0.303968253968254
"beach14.jpg","beach12.jpg",0.275
"beach14.jpg","beach2.jpg",0.3925
"beach14.jpg","beach9.jpg",0.662878787878788
"beach8.jpg","beach3.jpg",0.410526315789474
"beach8.jpg","beach7.jpg",0.378787878787879
"beach8.jpg","beach14.jpg",0.553968253968254
"beach8.jpg","beach5.jpg",0.265350877192982
"beach8.jpg","beach16.jpg",0.16031746031746
"beach8.jpg","beach20.jpg",0.202380952380952
"beach8.jpg","beach19.jpg",0.262121212121212
"beach8.jpg","beach1.jpg",0.797619047619048
"beach8.jpg","beach0.jpg",0.187121212121212
"beach8.jpg","beach17.jpg",0.375
"beach8.jpg","beach6.jpg",0.365909090909091
"beach8.jpg","beach23.jpg",0.44047619047619
"beach8.jpg","beach15.jpg",0.278070175438596
"beach8.jpg","beach13.jpg",0.301515151515152
"beach8.jpg","beach10.jpg",0.462121212121212
"beach8.jpg","beach22.jpg",0.35551948051948
"beach8.jpg","beach4.jpg",0.0863095238095238
"beach8.jpg","beach21.jpg",0.706349206349206
"beach8.jpg","beach11.jpg",0.439393939393939
"beach8.jpg","beach18.jpg",0.221428571428571
"beach8.jpg","beach12.jpg",0.490350877192982
"beach8.jpg","beach2.jpg",0.3
"beach8.jpg","beach9.jpg",0.578947368421053
"beach5.jpg","beach3.jpg",0.487962962962963
"beach5.jpg","beach7.jpg",0.248412698412698
"beach5.jpg","beach14.jpg",0.188333333333333
"beach5.jpg","beach8.jpg",0.265350877192982
"beach5.jpg","beach16.jpg",0.139583333333333
"beach5.jpg","beach20.jpg",0.421929824561404
"beach5.jpg","beach19.jpg",0.287301587301587
"beach5.jpg","beach1.jpg",0.168181818181818
"beach5.jpg","beach0.jpg",0.193121693121693
"beach5.jpg","beach17.jpg",0.0952380952380952
"beach5.jpg","beach6.jpg",0.341666666666667
"beach5.jpg","beach23.jpg",0.625396825396825
"beach5.jpg","beach15.jpg",0.0790249433106576
"beach5.jpg","beach13.jpg",0.306349206349206
"beach5.jpg","beach10.jpg",0.471428571428571
"beach5.jpg","beach22.jpg",0.308730158730159
"beach5.jpg","beach4.jpg",0.350757575757576
"beach5.jpg","beach21.jpg",0.238095238095238
"beach5.jpg","beach11.jpg",0.784090909090909
"beach5.jpg","beach18.jpg",0.0416666666666667
"beach5.jpg","beach12.jpg",0.456349206349206
"beach5.jpg","beach2.jpg",0.270454545454545
"beach5.jpg","beach9.jpg",0.276666666666667
"beach16.jpg","beach3.jpg",0.204166666666667
"beach16.jpg","beach7.jpg",0.573015873015873
"beach16.jpg","beach14.jpg",0.215909090909091
"beach16.jpg","beach8.jpg",0.16031746031746
"beach16.jpg","beach5.jpg",0.139583333333333
"beach16.jpg","beach20.jpg",0.312280701754386
"beach16.jpg","beach19.jpg",0.1625
"beach16.jpg","beach1.jpg",0.157407407407407
"beach16.jpg","beach0.jpg",0.48015873015873
"beach16.jpg","beach17.jpg",0.23968253968254
"beach16.jpg","beach6.jpg",0.506349206349206
"beach16.jpg","beach23.jpg",0.2125
"beach16.jpg","beach15.jpg",0.253030303030303
"beach16.jpg","beach13.jpg",0.734920634920635
"beach16.jpg","beach10.jpg",0.166666666666667
"beach16.jpg","beach22.jpg",0.115789473684211
"beach16.jpg","beach4.jpg",0.3275
"beach16.jpg","beach21.jpg",0.132539682539683
"beach16.jpg","beach11.jpg",0.245833333333333
"beach16.jpg","beach18.jpg",0.213636363636364
"beach16.jpg","beach12.jpg",0.28968253968254
"beach16.jpg","beach2.jpg",0.364393939393939
"beach16.jpg","beach9.jpg",0.0595238095238095
"beach20.jpg","beach3.jpg",0.29047619047619
"beach20.jpg","beach7.jpg",0.313888888888889
"beach20.jpg","beach14.jpg",0.329365079365079
"beach20.jpg","beach8.jpg",0.202380952380952
"beach20.jpg","beach5.jpg",0.421929824561404
"beach20.jpg","beach16.jpg",0.312280701754386
"beach20.jpg","beach19.jpg",0.2125
"beach20.jpg","beach1.jpg",0.221666666666667
"beach20.jpg","beach0.jpg",0.353703703703704
